NOME,CATEGORIA,GRUPO,ESFERA,CRIAÇÃO,ATO LEGAL,ULTIMA ATUALIZAÇÃO,CODUC,ÓRGÃO GESTOR
APA SAPUCAí MIRIM,Área de Proteção Ambiental,US,estadual,"1998",Decreto nº 43285 de 03/07/1998,18/09/2015,0000.35.1715,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO PROFESSOR BAPTISTA,Reserva Particular do Patrimônio Natural,US,federal,"2009",Portaria nº 52 de 29/06/2009,26/08/2011,0000.00.2137,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL LAGAMAR DE CANANEIA,Parque,PI,estadual,"2008",Lei ordinária nº 12.810 de 22/02/2008,29/09/2017,0000.35.1678,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RPPN RASO DO MANDI II,Reserva Particular do Patrimônio Natural,US,federal,"2016",Portaria nº 27 de 20/04/2016,09/05/2018,0000.00.3672,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FARGO,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Portaria nº 160 de 08/09/2010,11/10/2011,0000.33.2278,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE ESTADUAL DA ARA,Parque,PI,estadual,"1969",Decreto nº 51988 de 05/06/1969,29/09/2017,0000.35.0913,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NACIONAL DA CHAPADA DAS MESAS,Parque,PI,federal,"2005",Decreto nº S/N de 12/12/2005,09/10/2012,0000.00.0272,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMôNIO NATURAL PIANISSOLI,Reserva Particular do Patrimônio Natural,US,estadual,"2011",Portaria nº 52 de 04/05/2011,21/06/2011,0000.29.2056,Secretaria do Meio Ambiente da Bahia
RESERVA PARTICULAR DO PATRIMôNIO NATURAL CACHOEIRA DA FUMAçA,Reserva Particular do Patrimônio Natural,US,estadual,"2011",Portaria nº 32-R de 01/12/2011,31/08/2012,0000.32.2579,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
RESERVA EXTRATIVISTA MARINHA PIRAJUBAÉ,Reserva Extrativista,US,federal,"1992",Decreto nº 533 de 21/05/1992,26/09/2007,0000.00.0255,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEçãO AMBIENTAL RIO DO COLéGIO,Área de Proteção Ambiental,US,municipal,"2013",Decreto nº 2.988 de 29/10/2013,02/12/2013,0480.33.2912,Secretaria de Desenvolvimento Ambiental de São Fidélis - RJ
FLORESTA NACIONAL DE IBIRAMA,Floresta,US,federal,"1988",Decreto nº 95.818 de 11/03/1988,24/09/2007,0000.00.0093,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL KAHENA,Reserva Particular do Patrimônio Natural,US,federal,"2011",Portaria nº 30 de 17/05/2011,26/08/2011,0000.00.2128,Instituto Chico Mendes de Conservação da Biodiversidade
FLORESTA NACIONAL DE BOM FUTURO,Floresta,US,federal,"1988",Decreto nº 96188 de 21/06/1988,2/17/2012,0000.00.0116,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DE ITAÚNAS,Parque,PI,estadual,"1991",Decreto nº 4967-E de 09/11/1991,6/17/2016,0000.32.0331,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
PARQUE ESTADUAL  DE ILHABELA,Parque,PI,estadual,"1977",Decreto nº 9414 de 21/01/1977,29/09/2017,0000.35.0855,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL ENCONTRO DAS ÁGUAS,Parque,PI,estadual,"2004",Decreto nº 4.881 de 22/12/2004,22/08/2010,0000.51.1916,Secretaria de Estado do Meio Ambiente de Mato Grosso
MONUMENTO NATURAL MUNICIPAL SERRA DA FERRUGEM,Monumento Natural,PI,municipal,"2007",Lei orgânica nº 1903 de 15/06/2007,09/08/2012,1750.31.2731,Secretaria Municipal de Meio Ambiente - Conceição do Mato Dentro - MG
ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,Área de Proteção Ambiental,US,estadual,"1992",Decreto nº 1.231 de 30/03/1992,18/03/2016,0000.41.0498,Instituto Ambiental do Paraná
RESERVA EXTRATIVISTA RIOZINHO DA LIBERDADE,Reserva Extrativista,US,federal,"2005",Decreto nº S/N de 18/02/2005,22/02/2016,0000.00.0257,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOM SOSSEGO II,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 26 de 07/05/2008,26/08/2011,0000.00.2071,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DO XINGU,Parque,PI,estadual,"2001",Decreto nº 3585 de 07/12/2001,04/12/2015,0000.51.0470,Secretaria de Estado do Meio Ambiente de Mato Grosso
PARQUE ESTADUAL DE CAMPOS DO JORDÃO,Parque,PI,estadual,"1941",Decreto nº 11908 de 28/03/1941,30/01/2018,0000.35.0800,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO PARAÍBA DO SUL,Área de Proteção Ambiental,US,federal,"1982",Decreto nº 87561 de 13/09/1982,23/04/2010,0000.00.1521,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DO BRASIL IV,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 89 de 21/11/2008,26/08/2011,0000.00.2199,Instituto Chico Mendes de Conservação da Biodiversidade
APA DO BANHADO,Área de Proteção Ambiental,US,estadual,"2002",Lei ordinária nº 11262 de 08/11/2002,17/10/2017,0000.35.1694,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
FLORESTA NACIONAL DE RITÁPOLIS,Floresta,US,federal,"1999",Decreto nº S/N de 21/09/1999,26/09/2007,0000.00.0105,Instituto Chico Mendes de Conservação da Biodiversidade
FLORESTA ESTADUAL CANUTAMA,Floresta,US,estadual,"2009",Decreto nº 28.422 de 30/03/2009,05/02/2016,0000.13.1737,Secretaria de Estado do Meio Ambiente do Amazonas
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURIÓ,Reserva Particular do Patrimônio Natural,US,federal,"2011",Portaria nº 31 de 17/05/2011,26/08/2011,0000.00.2087,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMôNIO NATURAL LIMOEIRO,Reserva Particular do Patrimônio Natural,US,estadual,"2017",Portaria nº 14785 de 12/09/2017,01/10/2018,0000.29.3733,Secretaria do Meio Ambiente da Bahia
PARQUE ESTADUAL DO RIO DOCE,Parque,PI,estadual,"1944",Decreto nº 1119 de 15/07/1944,22/10/2012,0000.31.0394,Instituto Estadual de Florestas de Minas Gerais
ÁREA DE PROTEÇÃO AMBIENTAL DE GUADALUPE,Área de Proteção Ambiental,US,estadual,"1997",Decreto nº 19635 de 13/03/1997,30/11/2015,0000.26.0967,Agência Estadual do Meio Ambiente de Pernambuco
PARQUE NACIONAL DE SETE CIDADES,Parque,PI,federal,"1961",Decreto nº 50744 de 05/06/1961,29/11/2007,0000.00.0166,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA EXTRATIVISTA MARINHA TRACUATEUA,Reserva Extrativista,US,federal,"2005",Decreto nº S/N de 23/05/2005,12/03/2010,0000.00.0250,Instituto Chico Mendes de Conservação da Biodiversidade
APA VáRZEA DO RIO TIETê,Área de Proteção Ambiental,US,estadual,"1987",Lei ordinária nº 5598 de 06/01/1987,17/10/2017,0000.35.1720,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
FLORESTA NACIONAL DE ITAITUBA I,Floresta,US,federal,"1998",Decreto nº 2481 de 03/02/1998,26/09/2007,0000.00.0095,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TAQUARAL,Reserva Particular do Patrimônio Natural,US,estadual,"2008",Portaria nº 265 de 14/11/2008,11/10/2011,0000.33.2284,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE ESTADUAL DO BOGUAÇU,Parque,PI,estadual,"1998",Decreto nº 4056 de 26/02/1998,15/03/2016,0000.41.0514,Instituto Ambiental do Paraná
RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL VEREDAS DO ACARI,Reserva de Desenvolvimento Sustentável,US,estadual,"2003",Decreto nº S/NÚMERO de 22/10/2003,21/08/2009,0000.31.0416,Instituto Estadual de Florestas de Minas Gerais
RESERVA PARTICULAR DO PATRIMôNIO NATURAL ESTADUAL BARBA,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Portaria nº 48 de 30/09/2010,19/09/2018,0000.43.3753,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
MONUMENTO NATURAL ESTADUAL VARGEM DA PEDRA,Monumento Natural,PI,estadual,"2010",Decreto nº 45.392 de 08/06/2010,19/06/2012,0000.31.2591,Instituto Estadual de Florestas de Minas Gerais
PARQUE NACIONAL VIRUÁ,Parque,PI,federal,"1998",Decreto nº S/N de 29/04/1998,11/02/2016,0000.00.0179,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DA TIJUCA,Parque,PI,federal,"1961",Decreto nº 50923 de 06/07/1961,23/04/2010,0000.00.0154,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA,Reserva Biológica,PI,estadual,"1914",Decreto nº 7.549 de 22/11/1914,24/02/2014,0000.33.1482,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO RÃ-BUGIO I,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 2 de 06/02/2008,26/08/2011,0000.00.2210,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAçãO ECOLóGICA DE MARíLIA,Estação Ecológica,PI,estadual,"2010",Decreto nº 56.561 de 29/12/2010,11/10/2017,0000.35.2605,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
FLORESTA NACIONAL DE ASSUNGUI,Floresta,US,federal,"1968",Portaria nº 559 de 25/10/1968,26/09/2007,0000.00.0077,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL HARAS SÃO BERNARDO,Área de Proteção Ambiental,US,estadual,"1987",Lei ordinária nº 5745 de 11/07/1987,24/09/2018,0000.35.3742,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA VISTA,Reserva Particular do Patrimônio Natural,US,estadual,"2011",Portaria nº 189 de 10/01/2011,11/10/2011,0000.33.2292,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE NATURAL MUNICIPAL REGO DOS CARRAPATOS,Parque,PI,municipal,"2012",Decreto nº 4572 de 06/07/2012,31/01/2014,4480.31.2798,Secretaria Municipal de Meio Ambiente de Nova Lima - MG
ESTAÇÃO ECOLÓGICA DO TRIPUÍ,Estação Ecológica,PI,estadual,"1978",Decreto nº 19157 de 25/04/1978,23/09/2013,0000.31.0367,Instituto Estadual de Florestas de Minas Gerais
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA UNISC,Reserva Particular do Patrimônio Natural,US,federal,"2009",Portaria nº 16 de 19/03/2009,26/08/2011,0000.00.2093,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NATURA MATER,Reserva Particular do Patrimônio Natural,US,federal,"2014",Portaria nº 24 de 07/03/2014,01/08/2014,0000.00.3071,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL  TRIZIDELA DE USO SUSTENTÁVEL,Área de Proteção Ambiental,US,municipal,"2016",Decreto nº 4091 de 22/08/2016,27/09/2017,0330.21.3485,"Secretaria Municipal de Meio Ambiente, Finanças e Planejamento de Codó - MA"
ARIE ZONA DE VIDA SILVESTRE DA APA DA ILHA COMPRIDA,Área de Relevante Interesse Ecológico,US,estadual,"1989",Decreto nº 30.817 de 01/11/1989,11/10/2017,0000.35.2843,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NATURAL MUNICIPAL AUGUSTO RUSCHI,Parque,PI,municipal,"2010",Lei ordinária nº 8.195/2010 de 24/09/2010,24/08/2015,4990.35.2587,Secretaria de Meio Ambiente - Prefeitura Municipal de São José dos Campos - SP
ÁREA DE PRESERVAçãO AMBIENTAL DO CóRREGO DA LAGOA,Área de Proteção Ambiental,US,municipal,"2017",Decreto nº 242/2017 de 10/10/2017,29/11/2017,1550.52.3594,Prefeitura Municipal de Ouvidor - GO
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BURACO DAS ARARAS,Reserva Particular do Patrimônio Natural,US,federal,"2007",Portaria nº 31 de 12/04/2007,26/08/2011,0000.00.2075,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA EXTRATIVISTA DO RIO JUTAÍ,Reserva Extrativista,US,federal,"2002",Decreto nº s/n de 17/07/2002,08/01/2016,0000.00.0239,Instituto Chico Mendes de Conservação da Biodiversidade
MONUMENTO NATURAL SÍTIO CANA BRAVA,Monumento Natural,PI,estadual,"2006",Decreto nº 28.506 de 14/12/2006,11/07/2018,0000.23.3707,Secretaria do Meio Ambiente do Ceará
MONUMENTO NATURAL DO CONJUNTO ESPELEOLóGICO DO MORRO DA PEDREIRA,Monumento Natural,PI,estadual,"2010",Decreto nº 31.758 de 07/06/2010,18/08/2017,0000.53.1904,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
RESERVA EXTRATIVISTA MAE GRANDE DE CURUÇA,Reserva Extrativista,US,federal,"2002",Decreto nº S/N de 16/12/2002,12/02/2016,0000.00.0243,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI,Parque,PI,estadual,"1999",Decreto nº 9662 de 14/10/1999,17/07/2012,0000.50.0421,Instituto de Meio Ambiente do Mato Grosso do Sul
PARQUE NATURAL MUNICIPAL BORORÉ,Parque,PI,municipal,"2012",Decreto nº 52972 de 14/02/2012,13/03/2015,5030.35.2578,Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP
PARQUE ESTADUAL DE MATA DAS FLORES,Parque,PI,estadual,"1992",Lei ordinária nº 4617 de 02/01/1992,27/10/2011,0000.32.1833,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
ESTAçãO ECOLóGICA DE SANTA BáRBARA,Estação Ecológica,PI,estadual,"1984",Decreto nº 22.337 de 08/06/1984,11/10/2017,0000.35.2699,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
ESTAçãO ECOLóGICA DO CAIUá,Estação Ecológica,PI,estadual,"1994",Decreto nº 4263 de 21/11/1994,09/05/2018,0000.41.3047,Instituto Ambiental do Paraná
PARQUE NATURAL MUNICIPAL ARQUELóGICO DO MORRO DA QUEIMADA,Parque,PI,municipal,"2009",Lei ordinária nº 465 de 07/01/2009,21/12/2015,4610.31.3160,Secretaria de Meio Ambiente do Município de Ouro Preto / MG
RESERVA PARTICULAR DO PATRIMôNIO NATURAL VALE DO SOL II,Reserva Particular do Patrimônio Natural,US,estadual,"2011",Resolução nº 11 de 06/07/2011,17/11/2011,0000.50.2327,Instituto de Meio Ambiente do Mato Grosso do Sul
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AVE NATURA,Reserva Particular do Patrimônio Natural,US,federal,"2014",Portaria nº 71 de 30/06/2014,01/08/2014,0000.00.3073,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTO DO IFÉ,Reserva Particular do Patrimônio Natural,US,estadual,"2018",Resolução nº RESOLUÇÃO SMA Nº 66 de 06/06/2018,24/09/2018,0000.35.3737,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO TUPÉ,Reserva de Desenvolvimento Sustentável,US,municipal,"2005",Decreto nº 8044 de 30/08/2005,14/02/2012,0260.13.2556,Secretaria Municipal de Meio Ambiente e Sustentabilidade de Manaus - AM
PARQUE ESTADUAL VALE DO CóDO,Parque,PI,estadual,"2007",Decreto nº 1528 de 02/10/2007,17/03/2016,0000.41.1576,Instituto Ambiental do Paraná
MONUMENTO NATURAL DO ARQUIPéLAGO DE SãO PEDRO E SãO PAULO,Monumento Natural,PI,federal,"2018",Decreto nº 9313 de 20/03/2018,02/04/2018,0000.00.3644,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL SERRA SANTA BÁRBARA,Parque,PI,estadual,"1997",Decreto nº 1.797 de 04/11/1997,12/05/2010,0000.51.0462,Secretaria de Estado do Meio Ambiente de Mato Grosso
PARQUE ESTADUAL DA FONTE GRANDE,Parque,PI,municipal,"1986",Lei ordinária nº 3875 de 07/08/1986,20/07/2012,0530.32.2644,Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES
ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ,Área de Proteção Ambiental,US,estadual,"1996",Decreto nº 1.753 de 06/05/1996,18/03/2016,0000.41.0501,Instituto Ambiental do Paraná
ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,Estação Ecológica,PI,federal,"2001",Decreto nº 0001 de 28/09/2001,02/04/2018,0000.00.0076,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DO BRASIL I,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 93 de 21/11/2008,26/08/2011,0000.00.2196,Instituto Chico Mendes de Conservação da Biodiversidade
ARIE DA GRANJA DO IPÊ,Área de Relevante Interesse Ecológico,US,estadual,"1998",Decreto nº 19.431 de 16/07/1998,18/08/2017,0000.53.1644,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
FLORESTA NACIONAL DO JAMARI,Floresta,US,federal,"1984",Decreto nº 90224 de 25/09/1984,26/09/2007,0000.00.0118,Instituto Chico Mendes de Conservação da Biodiversidade
AREA DE PROTEÇÃO AMBIENTAL TARUMA/PONTA NEGRA,Área de Proteção Ambiental,US,municipal,"2008",Decreto nº 9556 de 24/04/2008,30/08/2012,0260.13.2738,Secretaria Municipal de Meio Ambiente e Sustentabilidade de Manaus - AM
ARIE DO TORTO,Área de Relevante Interesse Ecológico,US,estadual,"2006",Decreto nº 27.261 de 21/09/2006,18/08/2017,0000.53.1768,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
RPPN UNIVERSIDADE DE PASSO FUNDO,Reserva Particular do Patrimônio Natural,US,federal,"2016",Portaria nº 84 de 31/08/2016,09/05/2018,0000.00.3669,Instituto Chico Mendes de Conservação da Biodiversidade
FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MADEIRA B,Floresta,US,estadual,"1996",Decreto nº 7600 de 11/10/1996,22/08/2011,0000.11.0758,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
PARQUE ESTADUAL DO UTINGA,Parque,PI,estadual,"1993",Decreto nº 1552 de 03/05/1993,22/02/2016,0000.15.1022,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
AREA DE PROTEÇÃO AMBIENTAL DA LAGOA VERDE,Área de Proteção Ambiental,US,municipal,"2005",Lei ordinária nº 6084 de 22/04/2005,01/10/2009,1560.43.1757,Secretaria Municipal do Meio Ambiente do Rio Grande - RS
ÁREA DE PROTEçãO AMBIENTAL DA PRAIA DE PONTA GROSSA,Área de Proteção Ambiental,US,municipal,"1998",Lei ordinária nº 262 de 08/04/1998,21/01/2015,0535.23.3034,Secretaria de Desenvolvimento e Meio Ambiente de Icapuí - CE
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA VII,Reserva Particular do Patrimônio Natural,US,federal,"2004",Portaria nº 12 de 15/10/2004,26/08/2011,0000.00.2171,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEçãO AMBIENTAL DA LAGOA GRANDE,Área de Proteção Ambiental,US,municipal,"2006",Decreto nº 046 de 20/06/2006,27/09/2013,0520.32.2920,Prefeitura Municipal de Vila Velha - ES
ÁREA DE RELEVANTE INTERESSE ECOLóGICO DO MORRO DO IRIRIú,Área de Relevante Interesse Ecológico,US,municipal,"2012",Decreto nº 19.665 de 11/10/2012,22/10/2013,0910.42.2925,Secretaria do Meio Ambiente de Joinville - SC
ESTAÇÃO ECOLÓGICA IBICATU,Estação Ecológica,PI,estadual,"1958",Decreto nº 33261 de 30/07/1958,29/09/2017,0000.35.0819,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NATURAL MUNICIPAL DOS MORROS,Parque,PI,municipal,"2016",Decreto nº 74/2016 de 06/09/2016,08/08/2018,1690.43.3508,Secretaria Municipal de Meio Ambiente de Santa Maria - RS
PARQUE NATURAL MUNICIPAL VERDE VALE,Parque,PI,municipal,"2008",Decreto nº 279 de 14/06/2008,12/07/2008,0430.33.1624,Secretaria Municipal de Meio Ambiente de Rio Bonito - RJ
APA SILVEIRAS,Área de Proteção Ambiental,US,estadual,"1984",Lei ordinária nº 4100 de 20/06/1984,17/10/2017,0000.35.1717,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ESTAÇÃO ECOLÓGICA DE NIQUIÁ,Estação Ecológica,PI,federal,"1985",Decreto nº 91306 de 03/06/1985,02/02/2016,0000.00.0060,Instituto Chico Mendes de Conservação da Biodiversidade
RDS DOS PINHEIRINHOS,Reserva de Desenvolvimento Sustentável,US,estadual,"2008",Lei ordinária nº 12810 de 21/02/2008,30/09/2015,0000.35.1691,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE NACIONAL GUARICANA,Parque,PI,federal,"2014",Decreto nº Sem número de 14/10/2014,22/10/2014,0000.00.3137,Instituto Chico Mendes de Conservação da Biodiversidade
APA DAS TABEBUIAS,Área de Proteção Ambiental,US,municipal,"1999",Decreto nº 18199 de 09/12/1999,15/03/2011,0455.33.1787,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DA LAGOA JACUNÉM,Área de Proteção Ambiental,US,municipal,"1998",Lei ordinária nº 2.135 de 09/12/1998,10/04/2012,0500.32.2582,Secretaria Municipal de Meio Ambiente do Município de Serra - ES
ÁREA DE PROTEçãO AMBIENTAL DE MASSAMBABA,Área de Proteção Ambiental,US,estadual,"1986",Decreto nº 9529 de 16/12/1986,01/03/2013,0000.33.1514,Instituto Estadual do Ambiente do Rio de Janeiro
