NOMEUC,CODUC,PROCESSO,EMPREENDIMENTO,EMPREENDEDOR,DESTINACAO,APLICACAO,ACAODEST,ACAOAPL,REUNIAO,TIPO,ANO
PARQUE ESTADUAL DE ILHABELA,0000.35.0855,02001.008311/2012-84,SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS,PETROBRAS,"0","1000000",,Manejo,"56",O,"2017"
PARQUE ESTADUAL DA ILHA ANCHIETA,0000.35.0856,02001.008311/2012-84,SIST PRODUÇÃO GÁS E CONDENSADO MEXILHÃO B. SANTOS,PETROBRAS,"0","1000000",,Manejo,"56",O,"2017"
FLORESTA ESTADUAL DO UAIMII,0000.31.0896,02001.008534/2012-41,Mineroduto Mariana - Ubu (linha 2),SAMARCO MINERACAO S/A,"0","251407",,Aquisição,"56",O,"2017"
PARQUE NATURAL MUNICIPAL DO CÓRREGO CUMANDAí,0570.50.1510,02001.006269/2015-18,BR 163/MS - LOTE 06 - DUPLICAÇÃO,CONCESSIONÁRIA DA RODOVIA INTEGRADAS DO SUL S.A VIASUL,"0","100000",,Aquisição,"56",O,"2017"
PARQUE NATURAL MUNICIPAL DO ATALAIA,0820.42.1906,02001.003270/2014-00,BR 280 SC - SEGMENTO SÃO FRANCISCO DO SUL - JARAGUÁ DO SUL,EMPRESA DE PLANEJAMENTO E LOGÍSTICA S.A.,"0","100000",,Aquisição,"56",O,"2017"
PARQUE NACIONAL DA SERRA DA CANASTRA,0000.00.0144,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"8952619","0",Regularização,,"56",O,"2017"
PARQUE NACIONAL DA SERRA DA CANASTRA,0000.00.0144,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"2239845","0",Manejo,,"56",O,"2017"
RESERVA BIOLÓGICA DA MATA ESCURA,0000.00.0193,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"6760095","0",Regularização,,"56",O,"2017"
PARQUE ESTADUAL SERRA DO PAPAGAIO,0000.31.0406,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"349835","0",Indefinido,,"56",O,"2017"
PARQUE ESTADUAL ALTAMIRO DE MOURA PACHECO,0000.52.0899,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"503402","0",Indefinido,,"56",O,"2017"
REFÚGIO ESTADUAL DE VIDA SILVESTRE LIBÉLULAS DA SERRA DE SÃO JOSÉ,0000.31.0937,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"349835","0",Indefinido,,"56",O,"2017"
PARQUE ESTADUAL DA SERRA DE CALDAS NOVAS,0000.52.1738,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"503402","0",Indefinido,,"56",O,"2017"
PARQUE ESTADUAL DOS PIRINEUS,0000.52.1739,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"503402","0",Indefinido,,"56",O,"2017"
PARQUE ESTADUAL DE PARAÚNA,0000.52.1743,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"503402","0",Indefinido,,"56",O,"2017"
PARQUE ESTADUAL DO DESCOBERTO,0000.52.1746,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"503402","0",Indefinido,,"56",O,"2017"
PARQUE ESTADUAL PAU FURADO,0000.31.1770,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"349835","0",Indefinido,,"56",O,"2017"
PARQUE ESTADUAL DE PARACATU,0000.31.2329,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"349835","0",Indefinido,,"56",O,"2017"
PARQUE NACIONAL DA LAGOA DO PEIXE,0000.00.0140,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","7000000",,Regularização,"57",O,"2017"
ESTAÇÃO ECOLÓGICA DO TAIM,0000.00.0070,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","5000000",,Regularização,"57",O,"2017"
PARQUE NACIONAL DA SERRA DE ITABAIANA,0000.00.0147,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","5000000",,Regularização,"57",O,"2017"
PARQUE NACIONAL DA SERRA DOS ORGÃOS,0000.00.0152,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","5000000",,Regularização,"57",O,"2017"
RESERVA BIOLÓGICA DE UNA,0000.00.0202,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","5000000",,Regularização,"57",O,"2017"
PARQUE NACIONAL DA CHAPADA DAS MESAS,0000.00.0272,02001.002979/2005-99,UHE Estreito (Rio Tocantins),CONSORCIO ESTREITO ENERGIA - CESTE,"0","3000000",,Regularização,"57",O,"2017"
ESTAÇÃO ECOLÓGICA DE MARACÁ JIPIOCA,0000.00.0058,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","2000000",,Aquisição,"57",O,"2017"
PARQUE NACIONAL DO CABO ORANGE,0000.00.0169,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","2000000",,Aquisição,"57",O,"2017"
PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE,0000.00.0187,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","2000000",,Aquisição,"57",O,"2017"
RESERVA BIOLÓGICA DO LAGO PIRATUBA,0000.00.0209,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","2000000",,Aquisição,"57",O,"2017"
REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ,0000.00.1911,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","2000000",,Aquisição,"57",O,"2017"
RESERVA BIOLÓGICA DO TINGUÁ,0000.00.0212,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","1286604",,Aquisição,"57",O,"2017"
ESTAÇÃO ECOLÓGICA DE TAMOIOS,0000.00.0063,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","1000000",,Aquisição,"57",O,"2017"
PARQUE NACIONAL MARINHO DOS ABROLHOS,0000.00.0185,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","1000000",,Aquisição,"57",O,"2017"
PARQUE NACIONAL MARINHO DOS ABROLHOS,0000.00.0185,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","1000000",,Pesquisa,"57",O,"2017"
RESERVA BIOLÓGICA DE COMBOIOS,0000.00.0195,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","1000000",,Aquisição,"57",O,"2017"
RESERVA BIOLÓGICA DE COMBOIOS,0000.00.0195,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","1000000",,Pesquisa,"57",O,"2017"
RESERVA BIOLÓGICA DE SOORETAMA,0000.00.0201,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","1000000",,Aquisição,"57",O,"2017"
RESERVA BIOLÓGICA DE POÇO DAS ANTAS,0000.00.0215,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","1000000",,Aquisição,"57",O,"2017"
REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ,0000.00.1911,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"0","1000000",,Pesquisa,"57",O,"2017"
ESTAÇÃO ECOLÓGICA DE CARIJÓS,0000.00.0052,02001.000277/2017-12,DRAGAGEM APROFUND E DERROCA CANAIS ACESSO B. DE EVOLUÇÃO E BERÇOS ATRACA PORTO SÃO FRANCISCO DO SUL,ADMINISTRAÇÃO DO PORTO DE SÃO FRANCISCO DO SUL,"0","200000",,Aquisição,"57",O,"2017"
ESTAÇÃO ECOLÓGICA DE CARIJÓS,0000.00.0052,02001.000277/2017-12,DRAGAGEM APROFUND E DERROCA CANAIS ACESSO B. DE EVOLUÇÃO E BERÇOS ATRACA PORTO SÃO FRANCISCO DO SUL,ADMINISTRAÇÃO DO PORTO DE SÃO FRANCISCO DO SUL,"200000","0",Aquisição,,"57",O,"2017"
ESTAÇÃO ECOLÓGICA DE MARACÁ JIPIOCA,0000.00.0058,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"2000000","0",Aquisição,,"57",O,"2017"
ESTAÇÃO ECOLÓGICA DE TAMOIOS,0000.00.0063,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1000000","0",Aquisição,,"57",O,"2017"
ESTAÇÃO ECOLÓGICA DO TAIM,0000.00.0070,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"5000000","0",Regularização,,"57",O,"2017"
PARQUE NACIONAL DA LAGOA DO PEIXE,0000.00.0140,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"7000000","0",Regularização,,"57",O,"2017"
PARQUE NACIONAL DA SERRA DE ITABAIANA,0000.00.0147,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"5000000","0",Regularização,,"57",O,"2017"
PARQUE NACIONAL DA SERRA DOS ORGÃOS,0000.00.0152,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"5000000","0",Regularização,,"57",O,"2017"
PARQUE NACIONAL DO CABO ORANGE,0000.00.0169,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"2000000","0",Aquisição,,"57",O,"2017"
PARQUE NACIONAL DO SUPERAGUI,0000.00.0178,02001.000692/2017-68,FPSO BW São Vicente TLD Florim Poço 1-RJS-704 - SPA Itapu Campo Itapu,PETROBRAS,"1300000","0",Regularização,,"57",O,"2017"
PARQUE NACIONAL MARINHO DOS ABROLHOS,0000.00.0185,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1000000","0",Aquisição,,"57",O,"2017"
PARQUE NACIONAL MARINHO DOS ABROLHOS,0000.00.0185,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1000000","0",Pesquisa,,"57",O,"2017"
PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE,0000.00.0187,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"2000000","0",Aquisição,,"57",O,"2017"
RESERVA BIOLÓGICA DE COMBOIOS,0000.00.0195,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1000000","0",Aquisição,,"57",O,"2017"
RESERVA BIOLÓGICA DE COMBOIOS,0000.00.0195,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1000000","0",Pesquisa,,"57",O,"2017"
RESERVA BIOLÓGICA DE SOORETAMA,0000.00.0201,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1000000","0",Aquisição,,"57",O,"2017"
RESERVA BIOLÓGICA DE UNA,0000.00.0202,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"5000000","0",Regularização,,"57",O,"2017"
RESERVA BIOLÓGICA DO LAGO PIRATUBA,0000.00.0209,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"2000000","0",Aquisição,,"57",O,"2017"
RESERVA BIOLÓGICA DO TINGUÁ,0000.00.0212,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1286605","0",Aquisição,,"57",O,"2017"
RESERVA BIOLÓGICA DE POÇO DAS ANTAS,0000.00.0215,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1000000","0",Aquisição,,"57",O,"2017"
PARQUE NACIONAL DA CHAPADA DAS MESAS,0000.00.0272,02001.002979/2005-99,UHE Estreito (Rio Tocantins),CONSORCIO ESTREITO ENERGIA - CESTE,"4635000","0",Manejo,,"57",O,"2017"
PARQUE NACIONAL DA CHAPADA DAS MESAS,0000.00.0272,02001.002979/2005-99,UHE Estreito (Rio Tocantins),CONSORCIO ESTREITO ENERGIA - CESTE,"3000000","0",Regularização,,"57",O,"2017"
PARQUE ESTADUAL ACARAI,0000.42.0791,02001.000277/2017-12,DRAGAGEM APROFUND E DERROCA CANAIS ACESSO B. DE EVOLUÇÃO E BERÇOS ATRACA PORTO SÃO FRANCISCO DO SUL,ADMINISTRAÇÃO DO PORTO DE SÃO FRANCISCO DO SUL,"289969","0",Regularização,,"57",O,"2017"
PARQUE ESTADUAL DO JALAPãO,0000.17.1486,02001.002979/2005-99,UHE Estreito (Rio Tocantins),CONSORCIO ESTREITO ENERGIA - CESTE,"1000000","0",Indefinido,,"57",O,"2017"
PARQUE ESTADUAL DO LAJEADO,0000.17.1488,02001.002979/2005-99,UHE Estreito (Rio Tocantins),CONSORCIO ESTREITO ENERGIA - CESTE,"200000","0",Indefinido,,"57",O,"2017"
MONUMENTO NATURAL DAS ÁRVORES FOSSILIZADAS,0000.17.1489,02001.002979/2005-99,UHE Estreito (Rio Tocantins),CONSORCIO ESTREITO ENERGIA - CESTE,"800000","0",Indefinido,,"57",O,"2017"
REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ,0000.00.1911,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"2000000","0",Aquisição,,"57",O,"2017"
REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ,0000.00.1911,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1000000","0",Pesquisa,,"57",O,"2017"
PARQUE NATURAL MUNICIPAL BARãO DE MAUá,0250.33.2789,02001.000692/2017-68,FPSO BW São Vicente TLD Florim Poço 1-RJS-704 - SPA Itapu Campo Itapu,PETROBRAS,"196500","0",Manejo,,"57",O,"2017"
PARQUE NATURAL MUNICIPAL MORRO DA PESCARIA,0240.32.2939,02001.006569/2016-70,SISTEMA DE PROD E ESC DE PETRÓLEO E GÁS NATURAL - C DE ESPADARTE E ÁREA LESTE DE MARIMBÁ - B CAMPOS,PETROBRAS,"200000","0",Indefinido,,"57",O,"2017"
PARQUE NATURAL MUNICIPAL DE SãO GONçALO,0490.33.3215,02001.006569/2016-70,SISTEMA DE PROD E ESC DE PETRÓLEO E GÁS NATURAL - C DE ESPADARTE E ÁREA LESTE DE MARIMBÁ - B CAMPOS,PETROBRAS,"200000","0",Indefinido,,"57",O,"2017"
RESERVA BIOLÓGICA DO PARQUE EQUITATIVA,0170.33.3230,02001.006569/2016-70,SISTEMA DE PROD E ESC DE PETRÓLEO E GÁS NATURAL - C DE ESPADARTE E ÁREA LESTE DE MARIMBÁ - B CAMPOS,PETROBRAS,"200000","0",Indefinido,,"57",O,"2017"
PARQUE NATURAL MUNICIPAL DA CAIXA D´ÁGUA,0170.33.3231,02001.006569/2016-70,SISTEMA DE PROD E ESC DE PETRÓLEO E GÁS NATURAL - C DE ESPADARTE E ÁREA LESTE DE MARIMBÁ - B CAMPOS,PETROBRAS,"200000","0",Indefinido,,"57",O,"2017"
PARQUE NATURAL MUNICIPAL NASCENTE DO JAIBI,0185.33.3335,02001.006569/2016-70,SISTEMA DE PROD E ESC DE PETRÓLEO E GÁS NATURAL - C DE ESPADARTE E ÁREA LESTE DE MARIMBÁ - B CAMPOS,PETROBRAS,"200000","0",Indefinido,,"57",O,"2017"
REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES,0000.00.3432,02001.006569/2016-70,SISTEMA DE PROD E ESC DE PETRÓLEO E GÁS NATURAL - C DE ESPADARTE E ÁREA LESTE DE MARIMBÁ - B CAMPOS,PETROBRAS,"4339612","0",Aquisição,,"57",O,"2017"
PARQUE ESTADUAL DA COSTA DO SOL,0000.33.2732,02001.001092/2016-36,ATIVID PROD E ESCOAMENTO PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS-ETAPA 2 FPSO SAQUAREMA-LULA CENTRAL,PETROBRAS,"0","3000000",,Regularização,"58",O,"2017"
PARQUE ESTADUAL DA SERRA DA TIRIRICA,0000.33.1476,02001.001091/2016-91,ATIVID PROD E ESCOAM PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS ETAPA 2 FPSO MARICÁ - LULA ALTO,PETROBRAS,"0","2484961",,Regularização,"58",O,"2017"
PARQUE ESTADUAL DA LAGOA DO AÇU,0000.33.2721,02001.001092/2016-36,ATIVID PROD E ESCOAMENTO PETRÓ E GÁS POLO PRÉ-SAL B.SANTOS-ETAPA 2 FPSO SAQUAREMA-LULA CENTRAL,PETROBRAS,"0","2025947",,Regularização,"58",O,"2017"
PARQUE ESTADUAL CUNHAMBEBE,0000.33.1620,02001.004643/2013-71,SISTEMA DE DESENVOLVIMENTO DA PRODUÇÃO DO CAMPO DE PAPA-TERRA.,PETROBRAS,"0","2000000",,Regularização,"58",O,"2017"
PARQUE ESTADUAL DA LAGOA DO AÇU,0000.33.2721,02001.002194/2015-98,SIST PRODUÇÃO E ESCOAMENTO MÓD II FPSO NITERÓI CAMPO MARLIM LESTE B. CAMPOS,PETROBRAS,"0","2000000",,Regularização,"58",O,"2017"
RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL,0000.33.0728,02001.004643/2013-71,SISTEMA DE DESENVOLVIMENTO DA PRODUÇÃO DO CAMPO DE PAPA-TERRA.,PETROBRAS,"0","1000000",,Regularização,"58",O,"2017"
PARQUE ESTADUAL DA SERRA DA TIRIRICA,0000.33.1476,02001.004643/2013-71,SISTEMA DE DESENVOLVIMENTO DA PRODUÇÃO DO CAMPO DE PAPA-TERRA.,PETROBRAS,"0","1000000",,Regularização,"58",O,"2017"
PARQUE ESTADUAL DA ILHA GRANDE,0000.33.1477,02001.004643/2013-71,SISTEMA DE DESENVOLVIMENTO DA PRODUÇÃO DO CAMPO DE PAPA-TERRA.,PETROBRAS,"0","500000",,Regularização,"58",O,"2017"
RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA,0000.33.1482,02001.004643/2013-71,SISTEMA DE DESENVOLVIMENTO DA PRODUÇÃO DO CAMPO DE PAPA-TERRA.,PETROBRAS,"0","500000",,Regularização,"58",O,"2017"
AREA DE PROTEçãO AMBIENTAL DO RIO GUANDU,0000.33.1512,02001.004364/2004-16,GASODUTO CAMPINAS - RIO,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"0","500000",,Manejo,"58",O,"2017"
PARQUE ESTADUAL DA LAGOA DO AÇU,0000.33.2721,02001.000317/2016-37,COMPENSAÇÃO AMBIENTAL PERFURAÇÃO BLOCOS BM-C-39-40-41-42-43 B,OGX,"0","200000",,Regularização,"58",O,"2017"
ESTAçãO ECOLóGICA ESTADUAL ARATINGA,0000.43.1995,02001.002946/2006-20,RS 486 - Rota do Sol,DEPARTAMENTO AUTONOMO DE ESTRADAS DE RODAGEM,"0","146600",,Regularização,"58",O,"2017"
AREA DE PROTEçãO AMBIENTAL DE CAMPINAS,0950.35.1570,02001.000450/2016-93,COMP AMBI LT 500KV ITATIBA-BATÉIAS ARARAQUARA2-ITATIBA ARARAQUARA2-FERNÃO DIAS E SUBEST,MATA DE SANTA GENEBRA TRANSMISSÃO SA,"0","100000",,Manejo,"58",O,"2017"
PARQUE NATURAL MUNICIPAL DOS CORAIS DE ARMAÇÃO DOS BÚZIOS,0023.33.2050,02001.000317/2016-37,COMPENSAÇÃO AMBIENTAL PERFURAÇÃO BLOCOS BM-C-39-40-41-42-43 B,OGX,"0","100000",,Regularização,"58",O,"2017"
AREA DE PROTEçãO AMBIENTAL -PEDREGULHO,2390.35.3434,02001.000450/2016-93,COMP AMBI LT 500KV ITATIBA-BATÉIAS ARARAQUARA2-ITATIBA ARARAQUARA2-FERNÃO DIAS E SUBEST,MATA DE SANTA GENEBRA TRANSMISSÃO SA,"0","100000",,Manejo,"58",O,"2017"
ESTAçãO ECOLóGICA ESTADUAL ARATINGA,0000.43.1995,02001.002946/2006-20,RS 486 - Rota do Sol,DEPARTAMENTO AUTONOMO DE ESTRADAS DE RODAGEM,"0","22000",,Aquisição,"58",O,"2017"
RESERVA BIOLóGICA BIOPAMPA,0435.43.2922,02001.002630/2014-48,UTE PAMPA,PETROBRAS,"0","1000000",,Aquisição,"59",O,"2017"
PARQUE ESTADUAL PAU FURADO,0000.31.1770,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"0","349834",,Aquisição,"59",O,"2017"
PARQUE ESTADUAL DE PARACATU,0000.31.2329,02001.000732/2005-38,USINA HIDRELETRICA SERRA DO FACÃO,SERRA DO FACÃO ENERGIA SA,"0","349834",,Aquisição,"59",O,"2017"
PARQUE ESTADUAL DA SERRA DO TABULEIRO,0000.42.0786,02001.003270/2014-00,BR 280 SC - SEGMENTO SÃO FRANCISCO DO SUL - JARAGUÁ DO SUL,EMPRESA DE PLANEJAMENTO E LOGÍSTICA S.A.,"0","259504",,Aquisição,"59",O,"2017"
PARQUE ESTADUAL DE TERRA RONCA,0000.52.1740,02001.006468/2015-18,LT 500kV Barreiras II - Rio das Éguas - Luziânia - Pirapora 2,PARANAÍBA TRANSMISSORA DE ENERGIA S.A,"0","200000",,Regularização,"59",O,"2017"
ÁREA DE PROTEÇÃO AMBIENTAL BOM JESUS,2200.31.1528,02001.004257/2007-31,Mineroduto Minas - Rio,ANGLO AMERICAN MINÉRIO DE FERRO BRASIL S/A,"0","100000",,Manejo,"59",O,"2017"
ESTAÇÃO ECOLÓGICA DO TRIPUÍ,0000.31.0367,02001.001624/2014-73,LT OURO PRETO II - VITÓRIA,FURNAS,"0","72182",,Regularização,"59",O,"2017"
PARQUE ESTADUAL DA SERRA DO TABULEIRO,0000.42.0786,02001.004143/2016-81,LT Imbituba - Palhoça,ELETROSUL CENTRAIS ELÉTRICAS S.A.,"0","13818",,Aquisição,"59",O,"2017"
RESERVA BIOLÓGICA MARINHA DO ARVOREDO,0000.00.0214,02001.102950/2017-40,"Teste de Longa Duração nos prospectos exploratórios de Tiro e Sidon, Bloco BM-S-40/Bacia de Santos",PETROBRAS,"488775","0",Aquisição,,"59",O,"2017"
PARQUE NACIONAL DA SERRA DA CANASTRA,0000.00.0144,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","2000000","0",Aquisição,,"60",O,"2017"
PARQUE NACIONAL DA SERRA DA CAPIVARA,0000.00.0145,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","336900","0",Manejo,,"60",O,"2017"
PARQUE NACIONAL DAS EMAS,0000.00.0155,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","8500000","0",Regularização,,"60",O,"2017"
PARQUE NACIONAL DAS EMAS,0000.00.0155,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","750000","0",Aquisição,,"60",O,"2017"
PARQUE NACIONAL DE BRASÍLIA,0000.00.0159,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","500000","0",Aquisição,,"60",O,"2017"
PARQUE NACIONAL DOS CAMPOS GERAIS,0000.00.0277,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","4000000","0",Regularização,,"60",O,"2017"
REFÚGIO DE VIDA SILVESTRE DOS CAMPOS DE PALMAS,0000.00.0278,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","3600000","0",Regularização,,"60",O,"2017"
PARQUE ESTADUAL DA SERRA DO CONDURU,0000.29.0325,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"2500000","0",Indefinido,,"60",O,"2017"
PARQUE ESTADUAL DE ITAÚNAS,0000.32.0331,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1000000","0",Indefinido,,"60",O,"2017"
PARQUE ESTADUAL PAULO CÉSAR VINHA,0000.32.0332,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1000000","0",Indefinido,,"60",O,"2017"
MUNUMENTO NATURAL DOS CANIONS DO SUBAÉ,0000.29.1014,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"1000000","0",Indefinido,,"60",O,"2017"
PARQUE NATURAL MUNICIPAL DO ARICANGA WALDEMAR DEVENS,0060.32.1565,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"285728","0",Indefinido,,"60",O,"2017"
PARQUE NATURAL MUNICIPAL DAVID VICTOR FARINA,0060.32.1566,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"285728","0",Indefinido,,"60",O,"2017"
PARQUE NATURAL MUNICIPAL GOIAPABA-AçU,0220.32.2039,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"571456","0",Indefinido,,"60",O,"2017"
PARQUE MUNICIPAL NATURAL DA BOA ESPERANçA,1360.29.2321,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"571456","0",Indefinido,,"60",O,"2017"
PARQUE NATURAL MUNICIPAL DO MANGUEZAL DE ITANGUá,0130.32.2598,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"285728","0",Indefinido,,"60",O,"2017"
PARQUE NATURAL MUNICIPAL DO MONTE MOCHUARA,0130.32.2600,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"285728","0",Indefinido,,"60",O,"2017"
